event_id,event_timestamp,insurance_type,region,policy_tier,event_channel,verification_mode,claim_stage,customer_age,annual_income,premium_amount,policy_duration_months,event_amount,historical_event_count,account_tenure_days,event_delay_days,supporting_doc_count,external_reference_score,geo_risk_index,behavioral_score,payment_irregularity_count,prior_escalations,digital_activity_score,asset_value_estimate,coverage_utilization_ratio,co_participant_count,network_trust_score,anomaly_indicator,historical_avg_amount,amount_deviation_ratio,response_latency_seconds,device_switch_count,profile_update_frequency,third_party_involvement,investigation_flag,sentiment_score,document_complexity_score,fraud_outcome,fraud_probability_percent
114,01-02-2025 22:37,home,west,standard,agent,manual,submitted,26,727294,18845,43,439852,1,699,64,0,0.88,0.85,93.3,0,1,51,691802,0.94,3,0.93,0,129519,3.4,81,0,0,0,1,0.71,0.37,0,29
115,01-02-2025 22:55,home,east,premium,branch,auto,approved,73,1603575,36710,61,256806,1,1741,50,6,0.66,0.68,,0,0,72.4,799618,0.91,1,0.38,0,197691,1.3,61,0,0,0,0,-0.28,0.78,0,30
116,01-02-2025 23:07,health,west,basic,branch,auto,rejected,25,455730,37473,20,87495,4,3836,28,6,0.77,0.1,87.1,3,0,76.4,742752,1.15,3,0.81,0,91419,0.96,268,3,0,0,1,0.39,0.72,1,64
117,01-02-2025 23:13,health,east,basic,web,hybrid,approved,51,1138493,38406,21,46615,6,1862,29,4,0.55,0.81,86,1,0,12.1,70507,0.32,0,0.94,0,160529,0.29,266,0,0,1,0,0.9,0.53,0,36
118,01-02-2025 23:29,health,east,premium,agent,manual,approved,59,1808786,72165,111,314714,1,233,76,3,0.67,0.22,94.3,1,0,22.6,303049,0.9,1,0.75,0,51055,6.16,268,0,0,1,0,-0.49,0.35,0,40
119,01-02-2025 23:37,health,south,basic,branch,hybrid,rejected,55,,57770,72,242587,1,1933,31,9,0.87,0.7,9.7,1,0,81,409868,0.29,0,0.5,0,214174,1.13,166,1,0,0,0,0.83,0.56,0,44
120,01-02-2025 23:54,agriculture,west,standard,mobile_app,manual,under_review,73,1782070,21651,10,153281,1,1046,25,3,0.66,0.64,1.8,0,0,31.8,185522,0.47,2,0.28,0,8087,18.95,58,0,0,0,0,-0.71,0.25,0,29
121,02-02-2025 00:04,life,central,basic,agent,manual,rejected,46,1079641,30963,116,110006,1,2853,,4,0.7,0.76,,1,0,33.7,672475,0.51,0,0.29,1,247418,0.44,72,0,2,0,0,0.12,0.85,0,61
122,02-02-2025 00:13,home,west,basic,mobile_app,manual,submitted,38,600914,51997,39,177808,1,2605,81,5,0.15,0.25,12.1,0,0,87.7,69776,0.79,3,0.6,0,152108,1.17,59,2,1,0,0,-0.65,0.66,0,38
123,02-02-2025 00:31,business,south,standard,web,auto,approved,21,1717578,11562,77,423983,3,2612,,6,0.59,0.56,37.3,1,0,43.5,65707,1.16,1,0.65,0,234678,1.81,15,1,1,1,1,-0.34,0.92,0,62
124,02-02-2025 00:39,vehicle,west,standard,branch,auto,under_review,33,1622943,22265,38,168399,2,1494,40,1,0.53,0.86,36,1,1,88,463114,1.32,2,0.52,0,34110,4.94,41,0,0,0,1,-0.81,0.97,1,64
125,02-02-2025 00:55,home,central,premium,web,manual,approved,47,864824,7418,22,28093,2,547,34,8,0.13,0.31,91.7,2,0,40.7,553321,0.53,1,0.6,0,10497,2.68,50,2,0,0,0,-0.94,0.58,0,25
126,02-02-2025 01:04,business,east,premium,agent,auto,rejected,45,595383,17444,12,274355,1,848,17,3,0.33,0.38,8.3,1,1,18.8,736415,0.83,0,0.69,0,243003,1.13,220,0,0,0,0,-0.61,0.95,0,6
127,02-02-2025 01:15,home,south,standard,mobile_app,manual,submitted,44,1731938,54624,9,211041,1,2848,64,8,0.75,0.43,71.5,2,1,25.6,747011,1.16,0,0.45,0,205274,1.03,1,2,1,1,0,-0.7,0.61,0,22
128,02-02-2025 01:27,home,north,premium,branch,auto,submitted,28,215553,19458,67,373239,1,3986,27,5,0.56,0.36,10.8,1,0,41.3,152232,0.64,2,0.9,1,243072,1.54,5,0,0,0,0,-0.29,0.96,1,74
129,02-02-2025 01:39,education,east,basic,agent,auto,submitted,24,1705594,69454,10,444374,1,1082,19,7,0.34,0.21,86.4,2,0,30.1,286668,1.44,2,0.61,0,25740,17.26,119,2,2,0,0,0.33,0.39,0,18
130,02-02-2025 01:51,vehicle,east,premium,mobile_app,manual,investigating,29,1036903,77405,91,182816,0,2564,79,4,0.52,0.73,88.4,0,1,68.4,880793,0.79,3,0.83,0,121790,1.5,261,0,0,1,0,0.44,0.33,0,53
131,02-02-2025 02:00,vehicle,central,premium,agent,auto,submitted,18,1667910,32568,38,68962,3,878,81,8,0.08,0.8,93.6,0,0,86.8,277359,1.03,1,0.3,0,28673,2.41,94,0,0,1,1,0.47,0.45,0,1
132,02-02-2025 02:14,health,south,standard,web,hybrid,under_review,62,1339836,57771,61,404469,4,1925,71,6,0.54,0.33,15.9,1,0,39.3,973000,0.35,3,0.26,0,29075,13.91,53,0,1,0,0,0.04,0.92,1,63
133,02-02-2025 02:29,warranty,east,basic,agent,auto,under_review,62,1959599,11491,20,463890,0,1016,80,4,0.81,0.86,17.5,1,0,23.1,816957,0.93,1,0.68,1,173021,2.68,34,1,1,0,0,0.29,0.45,1,66
134,02-02-2025 02:43,education,north,standard,web,manual,investigating,49,661358,52580,81,177726,1,670,60,3,0.91,0.68,16,0,0,36.3,80052,0.68,2,0.79,0,185467,0.96,264,2,0,0,0,-0.57,0.97,0,20
135,02-02-2025 02:56,vehicle,south,standard,agent,manual,approved,29,1151784,62299,20,77998,2,3489,50,2,0.58,0.3,97.1,0,1,11.2,923164,0.49,0,0.37,0,132822,0.59,282,0,0,0,0,-0.41,1,0,58
136,02-02-2025 03:06,health,east,premium,agent,manual,rejected,27,1153425,13666,73,366385,0,2652,75,5,0.74,0.29,36.9,1,0,71.8,613806,0.4,0,0.77,1,131075,2.8,202,0,0,0,0,-0.43,0.77,1,78
137,02-02-2025 03:17,home,west,premium,branch,auto,submitted,64,1389898,13500,81,426014,1,1049,50,3,0.1,0.52,73.7,0,0,86.2,641190,0.73,2,0.64,0,256036,1.66,234,1,1,0,0,-0.58,0.29,0,40
138,02-02-2025 03:26,warranty,north,basic,branch,hybrid,approved,33,683618,71070,16,386889,2,2294,78,3,0.39,0.53,6.5,0,0,55.2,759535,0.44,3,0.38,0,246498,1.57,48,1,0,0,0,-0.99,0.42,0,47
139,02-02-2025 03:38,life,north,basic,mobile_app,hybrid,rejected,70,1491517,69300,75,328311,5,258,56,4,0.27,0.34,51.8,0,0,77.6,686243,0.31,3,0.33,0,85419,3.84,51,1,1,1,0,0.64,0.51,1,87
140,02-02-2025 03:53,life,south,standard,agent,auto,investigating,43,447648,45155,48,17819,1,1479,11,1,0.01,0.87,42.3,0,0,63.5,668102,0.5,1,0.24,0,282887,0.06,147,0,0,0,1,0.72,0.38,0,17
141,02-02-2025 04:01,vehicle,west,standard,mobile_app,manual,under_review,34,854262,16630,15,262864,2,3878,4,3,0.28,0.73,1.6,2,1,82.7,143802,0.6,3,0.63,0,172083,1.53,102,5,0,1,0,0.99,0.9,0,62
142,02-02-2025 04:12,education,east,basic,branch,auto,investigating,28,1946245,28649,73,211059,2,2346,89,6,0.86,0.53,6.3,1,0,13.6,218540,0.6,3,0.23,0,221924,0.95,75,1,0,0,0,0.06,0.87,0,38
143,02-02-2025 04:26,home,central,standard,mobile_app,manual,under_review,26,206113,60688,70,126352,2,3967,43,7,0.88,0.41,50,1,0,16.3,114911,0.27,0,0.66,0,186470,0.68,117,2,1,0,0,0.6,0.88,0,15
144,02-02-2025 04:36,warranty,central,basic,branch,manual,submitted,39,1764325,79501,110,300479,2,1211,46,9,0.41,0.76,91.2,3,0,45.4,376630,1.14,1,0.3,0,243284,1.24,168,0,0,1,0,0.79,0.25,0,20
145,02-02-2025 04:51,health,central,premium,web,hybrid,approved,34,431426,13558,51,404008,2,2224,51,2,0.71,0.65,54.9,1,1,77.9,775308,0.4,0,0.35,0,57069,7.08,72,2,1,0,0,-0.29,0.48,1,73
146,02-02-2025 05:07,agriculture,west,standard,mobile_app,manual,rejected,34,923040,59626,116,180952,2,597,18,2,0.56,0.6,14.8,0,0,17.3,542275,0.63,3,0.55,0,114765,1.58,60,1,0,1,0,-0.64,0.27,0,64
147,02-02-2025 05:19,education,south,basic,web,hybrid,rejected,68,,45752,35,495162,2,752,74,3,0.39,0.67,32.5,0,2,71.4,999757,0.87,3,0.34,0,269903,1.83,220,1,1,0,0,0.13,0.45,0,34
148,02-02-2025 05:31,education,south,standard,branch,auto,submitted,52,282281,54284,114,240822,1,3381,53,1,0.43,0.25,,1,1,19.7,194629,1.22,1,0.8,1,39455,6.1,15,1,0,1,0,-0.91,0.55,1,72
149,02-02-2025 05:42,business,north,standard,web,auto,under_review,40,1804042,24861,101,245729,1,1653,19,1,0.51,0.35,73.7,0,0,88.7,437631,0.37,3,0.27,1,153957,1.6,95,0,0,0,0,0.62,0.53,0,40
150,02-02-2025 05:53,vehicle,north,premium,branch,hybrid,under_review,46,545776,27978,51,466959,1,2365,53,8,0.76,0.46,78,0,0,78.8,868914,0.57,2,0.75,0,250732,1.86,250,2,2,0,0,-0.17,0.28,1,95
151,02-02-2025 06:01,vehicle,south,basic,branch,manual,under_review,50,1287381,48112,113,164153,0,1168,84,0,0.84,0.46,90.5,1,0,11.2,348688,0.25,3,0.62,0,94714,1.73,42,1,1,0,0,-0.6,0.88,0,51
152,02-02-2025 06:15,vehicle,east,premium,agent,auto,approved,39,588880,62947,85,361686,2,3038,82,4,0.07,0.33,36.7,2,0,82.6,950323,0.13,2,0.4,1,118701,3.05,125,1,0,0,0,0.66,0.8,1,80
153,02-02-2025 06:28,education,south,standard,branch,auto,investigating,40,1963732,13628,96,139009,1,580,86,6,0.41,0.65,14.9,4,0,49.9,473184,0.85,3,0.72,1,19156,7.26,286,0,2,1,0,-0.44,0.34,1,92
154,02-02-2025 06:44,home,east,standard,web,auto,under_review,74,1556429,41259,34,132801,2,2861,24,3,0.77,0.8,70.2,2,1,44.9,707402,0.81,3,0.62,0,152415,0.87,79,0,0,0,0,0.96,0.93,0,33
155,02-02-2025 06:52,business,west,basic,agent,auto,investigating,38,1541670,57553,78,202610,1,2456,46,2,0.05,0.21,,1,0,70,888020,0.52,2,0.78,0,259043,0.78,127,0,0,0,0,0.94,0.94,1,100
156,02-02-2025 07:05,education,central,premium,web,manual,investigating,46,1152456,78544,118,249876,3,1698,12,7,0.79,0.33,11,0,0,53.6,628055,0.2,2,0.29,1,258648,0.97,38,0,0,0,0,0.93,0.33,0,47
157,02-02-2025 07:18,business,east,standard,agent,hybrid,under_review,54,1470494,79998,105,85302,1,3247,82,3,0.35,0.36,27.8,0,0,36.5,698620,0.69,2,0.77,0,179472,0.48,276,1,1,0,0,-0.07,0.71,0,18
158,02-02-2025 07:25,education,south,basic,web,manual,investigating,47,1365519,58777,10,171439,0,1728,54,3,0.58,0.25,66.4,1,0,16.3,849057,0.52,2,0.91,0,275941,0.62,51,0,0,1,0,0.84,0.71,0,24
159,02-02-2025 07:41,health,north,basic,mobile_app,manual,investigating,18,1330663,62657,80,333698,3,1979,47,9,0.08,0.34,72.9,1,0,79.4,587841,0.41,3,0.67,0,106769,3.13,57,0,0,0,0,-0.54,0.49,0,59
160,02-02-2025 07:54,business,north,basic,branch,auto,investigating,53,1405968,71499,64,362998,1,1782,85,5,0.09,0.23,5.1,0,1,11.8,56991,0.86,0,0.6,0,135124,2.69,86,1,0,1,0,0.6,0.9,0,61
161,02-02-2025 08:00,health,north,premium,agent,manual,submitted,69,682561,21608,108,481061,0,3131,44,2,0.32,0.89,88.5,1,0,51.9,773446,1.44,0,0.47,0,145656,3.3,79,0,1,1,0,0.16,0.94,0,73
162,02-02-2025 08:20,home,west,premium,agent,hybrid,under_review,48,1774577,48226,77,32696,2,2407,77,2,0.58,0.35,82.6,1,0,13,790245,1.35,3,0.9,1,72283,0.45,86,2,1,0,0,-0.66,0.63,0,45
163,02-02-2025 08:31,life,south,basic,mobile_app,hybrid,under_review,43,958628,63666,79,266296,3,1734,60,3,0.31,0.59,13.3,1,2,22.3,150244,1.37,1,0.34,0,131844,2.02,277,0,0,0,0,-0.42,0.71,0,15
164,02-02-2025 08:37,life,east,standard,agent,auto,submitted,28,356392,78707,54,103703,0,260,74,7,0.98,0.19,38,0,0,63.8,892099,1,2,0.89,0,239829,0.43,285,0,0,1,1,0.13,0.65,0,68
165,02-02-2025 08:56,business,central,premium,branch,hybrid,investigating,37,1867105,11126,96,435257,1,3013,79,6,0.75,0.24,,0,1,30.5,565808,0.13,2,0.69,0,82427,5.28,6,3,3,0,0,0.18,0.38,1,79
166,02-02-2025 09:03,life,north,basic,web,hybrid,submitted,45,1481394,12015,22,407103,1,3367,13,8,0,0.45,69.6,0,0,33.7,664042,0.33,1,0.77,0,220765,1.84,233,0,0,0,0,-0.74,0.29,0,12
167,02-02-2025 09:15,life,north,basic,web,hybrid,investigating,37,438319,71751,43,62625,4,1863,53,3,0.86,0.53,9.2,1,0,59.5,986228,1.42,2,0.33,0,246481,0.25,75,0,1,0,0,0.6,0.38,0,62
168,02-02-2025 09:27,life,west,basic,branch,hybrid,under_review,44,,64662,26,244903,2,2680,60,9,0.62,0.18,13,0,1,10.7,552159,1.29,3,0.32,0,50809,4.82,149,1,1,0,0,0.92,0.49,1,72
169,02-02-2025 09:37,agriculture,north,premium,branch,hybrid,investigating,35,1117775,51695,25,225522,0,3796,45,1,0.91,0.71,38.9,1,0,72.7,664872,0.42,2,0.35,0,37274,6.05,270,0,0,1,0,-0.59,0.46,0,34
170,02-02-2025 09:54,education,north,premium,branch,auto,under_review,26,915432,16686,90,398543,2,3726,,2,0.15,0.65,23,0,0,73.9,240862,0.84,1,0.2,0,97168,4.1,233,0,0,1,0,-0.47,0.35,1,98
171,02-02-2025 10:04,home,north,basic,agent,hybrid,approved,34,1564111,71888,33,211292,1,3088,28,2,0.11,0.75,68.2,0,0,65.7,684719,0.49,2,0.35,1,272718,0.77,164,0,0,1,0,0.34,0.3,0,53
172,02-02-2025 10:16,warranty,central,standard,agent,hybrid,under_review,63,690257,70279,17,400181,3,1917,42,0,0.5,0.29,82.5,0,0,74.5,334770,1.04,1,0.6,0,164858,2.43,59,1,0,1,0,-0.24,0.39,0,35
173,02-02-2025 10:32,health,south,standard,mobile_app,hybrid,under_review,72,833716,79078,109,400886,1,3467,8,5,0.61,0.33,34.7,1,0,10,650679,0.14,2,0.5,1,273364,1.47,226,1,1,1,0,-0.37,0.83,0,20
174,02-02-2025 10:41,home,west,standard,mobile_app,manual,investigating,20,747732,36931,65,297666,0,1719,24,8,0.03,0.29,21.1,1,0,77,468265,0.52,0,0.73,0,150953,1.97,133,1,0,0,0,-0.43,0.91,0,21
175,02-02-2025 10:56,health,north,standard,mobile_app,hybrid,approved,70,670144,16781,63,292790,1,1267,,3,0.08,0.16,83.5,0,0,93.6,104113,0.56,0,0.4,1,223430,1.31,173,0,0,0,0,0.82,0.86,0,61
176,02-02-2025 11:06,vehicle,central,basic,mobile_app,auto,submitted,60,,20058,79,283544,5,1891,5,7,0.9,0.23,46.6,0,2,78.8,984875,0.63,0,0.78,0,254891,1.11,178,2,0,0,0,0.54,0.79,0,11
177,02-02-2025 11:14,business,south,premium,web,auto,submitted,35,1108553,61224,116,386709,0,1100,44,7,0.62,0.58,54.4,1,0,18.3,817576,0.31,2,0.84,0,112361,3.44,55,0,0,0,0,0.06,0.31,0,27
178,02-02-2025 11:24,vehicle,north,basic,agent,auto,investigating,58,746958,58607,88,172041,4,2518,,7,0.07,0.21,12.3,0,0,63,917167,1.44,0,0.49,0,260294,0.66,147,1,1,0,0,0.62,0.8,0,44
179,02-02-2025 11:37,warranty,north,basic,mobile_app,auto,submitted,49,876792,17710,73,232631,4,1032,27,7,0.7,0.19,11,0,0,25.9,872545,1.25,2,0.74,1,146097,1.59,20,1,1,0,0,-0.31,0.91,1,69
180,02-02-2025 11:49,agriculture,west,basic,mobile_app,auto,under_review,69,1968047,76696,69,102468,1,913,56,9,0.05,0.11,59,0,2,61.9,917925,0.69,0,0.75,0,106993,0.96,212,0,1,1,0,0.61,0.96,0,12
181,02-02-2025 12:05,warranty,east,basic,agent,manual,approved,45,1907755,72812,115,158080,1,3180,57,2,0.19,0.59,70.1,0,0,86.8,847037,1.24,1,0.64,0,140475,1.13,271,1,1,0,0,-0.95,0.49,1,95
182,02-02-2025 12:17,business,central,premium,branch,manual,investigating,64,813522,56090,98,28411,5,726,61,9,0.25,0.27,74.3,0,0,74.6,639013,1.41,0,0.24,0,171155,0.17,64,0,1,1,0,-0.93,0.81,0,34
183,02-02-2025 12:30,health,west,premium,web,manual,rejected,58,257360,63800,94,319813,1,2055,20,0,0.48,0.24,86.1,0,1,77.9,782564,1.14,1,0.9,0,256278,1.25,276,0,1,1,0,-0.51,0.91,0,39
184,02-02-2025 12:44,home,north,premium,agent,auto,rejected,46,1365640,72417,76,107912,1,1201,49,0,0.43,0.16,89.1,0,1,51.1,113897,1.43,2,0.72,0,233391,0.46,131,1,0,0,0,0.34,0.42,1,87
185,02-02-2025 12:51,agriculture,north,basic,agent,manual,submitted,19,269371,61812,71,38631,1,2647,60,3,0.52,0.3,90.1,0,1,12.6,804557,0.97,1,0.28,0,55412,0.7,78,0,1,1,0,-0.9,0.85,0,64
186,02-02-2025 13:02,education,central,standard,agent,hybrid,under_review,74,538683,43398,23,441586,0,608,33,0,0.41,0.84,31.9,0,0,22.5,534154,0.46,0,0.76,0,173114,2.55,143,0,1,0,0,0.2,0.87,0,9
187,02-02-2025 13:15,home,west,basic,web,hybrid,submitted,35,1230487,35876,40,461394,1,603,39,3,0.4,0.43,65.6,1,0,74.9,500002,0.56,0,0.67,0,292624,1.58,193,0,0,0,0,0.73,0.41,0,49
188,02-02-2025 13:32,vehicle,east,standard,web,manual,rejected,28,1393323,21004,72,290605,0,2543,1,9,0.43,0.35,52.7,0,1,69.8,848739,0.82,1,0.69,1,19604,14.82,207,2,0,1,0,-0.75,0.19,1,60
189,02-02-2025 13:37,warranty,north,standard,mobile_app,manual,approved,18,,24974,116,386341,1,604,5,3,0.18,0.8,54.8,3,1,38.6,118979,0.2,0,0.56,0,197894,1.95,239,1,0,0,0,-0.94,0.69,0,45
190,02-02-2025 13:56,life,west,premium,mobile_app,manual,under_review,59,931846,22810,73,324842,1,540,1,2,0.59,0.56,97.1,2,1,52,163287,0.44,1,0.88,0,268145,1.21,275,0,0,0,0,0.68,0.74,0,21
191,02-02-2025 14:00,business,central,standard,mobile_app,manual,investigating,19,425060,63449,6,437056,4,2657,68,0,0.3,0.18,38.6,1,0,77.5,497538,1.17,1,0.75,0,212595,2.06,151,1,0,0,0,0.84,0.69,0,65
192,02-02-2025 14:14,education,west,premium,agent,hybrid,under_review,46,1348843,10139,75,383229,0,1765,85,7,0.31,0.85,23.7,1,1,66.9,833800,0.8,2,0.22,0,274133,1.4,200,2,0,0,0,0.54,0.33,0,29
193,02-02-2025 14:31,home,central,basic,agent,manual,investigating,61,661848,70072,109,135496,2,3583,78,8,0.36,0.53,81.1,0,0,86.4,784520,0.4,2,0.63,0,133508,1.01,277,0,0,0,0,-0.65,0.7,0,14
194,02-02-2025 14:38,home,east,premium,agent,auto,under_review,45,1299915,7250,39,169574,2,1539,25,5,0.35,0.49,20.7,0,0,57,274519,0.32,0,0.29,0,192299,0.88,197,2,1,0,0,-0.2,0.8,0,62
195,02-02-2025 14:51,agriculture,north,basic,web,auto,rejected,68,1701805,36899,72,414766,1,2529,45,2,0.63,0.81,28.5,0,1,83.9,111338,1.36,2,0.87,0,287713,1.44,214,1,0,0,0,0.42,0.6,0,8
196,02-02-2025 15:02,agriculture,east,standard,agent,auto,submitted,70,1788007,20803,81,198185,2,1684,45,1,0.52,0.73,24.9,0,0,26.8,507398,1.19,0,0.46,0,9887,20.04,156,1,2,0,1,0.35,0.48,1,77
197,02-02-2025 15:13,agriculture,south,standard,branch,auto,submitted,66,1454817,6614,22,455982,5,2086,35,8,0.82,0.19,15.1,1,0,21.7,840745,1.48,3,0.78,1,215539,2.12,41,1,1,0,1,0.86,0.11,0,68
198,02-02-2025 15:30,home,central,premium,agent,manual,submitted,24,,18352,87,451193,2,3121,12,2,0.04,0.29,7.7,1,1,78.1,825499,0.7,0,0.38,0,182026,2.48,251,3,1,0,1,0.26,0.28,0,42
199,02-02-2025 15:42,health,south,standard,branch,auto,investigating,63,732116,43002,42,17188,1,1123,20,1,0.64,0.22,98.6,0,2,16.6,496083,0.37,3,0.79,0,271421,0.06,107,0,0,1,0,0.03,0.62,0,40
200,02-02-2025 15:50,vehicle,west,standard,agent,manual,submitted,52,,43630,97,336774,3,731,28,3,0.87,0.64,31.5,0,0,28.9,712463,0.52,3,0.75,0,287784,1.17,2,0,0,0,0,-0.44,0.22,0,3
201,02-02-2025 16:03,warranty,south,standard,branch,manual,rejected,40,888660,69656,78,473279,0,2527,55,9,0.64,0.66,83.2,1,0,19.6,108532,0.61,0,0.29,0,170086,2.78,109,0,1,1,0,-0.34,0.98,1,60
202,02-02-2025 16:18,life,east,basic,branch,manual,submitted,44,389342,9578,7,402259,3,946,12,7,0.01,0.86,57.5,1,1,36.9,222503,1.18,2,0.67,0,70097,5.74,34,1,0,1,0,-0.62,0.14,0,50
203,02-02-2025 16:32,home,south,premium,mobile_app,hybrid,approved,18,555211,26883,109,116534,0,815,51,6,0.5,0.65,71.6,0,0,84.1,394404,0.64,2,0.76,0,84682,1.38,40,1,1,0,0,-0.17,0.46,0,26
204,02-02-2025 16:43,home,west,premium,web,hybrid,approved,57,350873,63876,55,95863,2,2124,71,0,0.12,0.29,89.3,1,0,12.1,790201,0.85,2,0.27,0,164902,0.58,295,0,1,0,0,-0.28,0.34,0,32
205,02-02-2025 16:54,education,south,premium,mobile_app,manual,investigating,22,1068092,13269,88,327374,1,3171,76,4,0.12,0.56,87.3,2,0,21.1,327748,1.17,1,0.68,0,252663,1.3,217,0,0,0,0,0.19,0.92,0,65
206,02-02-2025 17:01,business,north,standard,agent,manual,rejected,28,1646235,56149,79,488659,2,2214,16,8,0.8,0.41,57.8,1,0,71.1,565009,0.16,3,0.49,0,118570,4.12,30,1,1,0,1,-0.58,0.25,0,41
207,02-02-2025 17:13,warranty,west,premium,agent,hybrid,approved,42,1405027,66072,116,71749,0,2591,85,1,0.58,0.19,0.7,2,1,77.2,517617,1.18,1,0.43,0,255907,0.28,113,2,1,0,0,0.73,0.76,0,25
208,02-02-2025 17:28,warranty,central,basic,branch,manual,under_review,64,1420678,56844,81,144677,5,1631,30,6,0.8,0.75,54.5,2,1,25.3,368587,0.71,1,0.85,1,134967,1.07,288,1,1,0,0,0.38,0.93,0,48
209,02-02-2025 17:37,home,west,premium,mobile_app,auto,approved,20,695040,56685,59,188273,2,880,,2,0.33,0.15,67.8,1,1,93.2,96560,1.31,3,0.45,0,133171,1.41,252,0,0,0,0,-0.07,0.16,0,9
210,02-02-2025 17:54,education,east,premium,mobile_app,manual,approved,70,1401056,15435,66,448226,0,2881,18,6,0.43,0.26,29.5,0,1,19.6,403963,0.5,0,0.23,0,230528,1.94,280,0,2,1,0,-0.41,0.43,0,41
211,02-02-2025 18:03,agriculture,west,premium,agent,manual,under_review,43,1666724,17091,47,387282,2,2597,36,9,0.85,0.1,24.4,0,2,80.2,411889,0.85,3,0.49,0,77714,4.98,271,1,1,0,0,-0.63,0.86,1,82
212,02-02-2025 18:16,business,south,premium,agent,manual,rejected,38,1322719,53744,92,425561,1,536,44,3,0.56,0.84,23.7,1,0,69.1,229612,0.29,0,0.8,0,153711,2.77,258,3,0,1,0,0.94,0.29,0,14
213,02-02-2025 18:25,business,south,standard,branch,auto,submitted,53,698564,23173,77,338804,3,550,81,4,0.26,0.37,15.1,0,1,16.6,458586,0.6,0,0.9,0,40233,8.42,279,1,0,0,0,0.79,0.38,1,71
214,02-02-2025 18:41,life,central,standard,web,hybrid,submitted,25,1706890,39200,97,72790,2,2075,67,7,0.97,0.45,85.7,1,0,83.7,286225,0.49,1,0.28,0,72392,1.01,256,2,0,1,1,-0.1,0.64,0,57
215,02-02-2025 18:49,agriculture,east,premium,web,hybrid,under_review,73,898685,20620,119,338363,1,1161,50,1,0.46,0.83,42,0,0,17,485748,0.81,2,0.94,0,121912,2.78,1,0,0,0,0,0.08,0.73,0,61
216,02-02-2025 19:02,education,east,basic,mobile_app,manual,investigating,67,359230,45759,63,300249,0,3730,49,2,0.16,0.64,29.7,1,0,91.4,294981,0.62,1,0.56,0,179159,1.68,67,3,2,0,0,-0.2,0.89,0,63
217,02-02-2025 19:13,agriculture,south,standard,mobile_app,hybrid,submitted,65,1646427,22366,53,361997,0,2230,65,3,0.09,0.12,41.7,0,0,52.4,352589,0.35,2,0.4,0,195991,1.85,205,0,0,0,0,1,0.99,0,20
218,02-02-2025 19:31,vehicle,central,basic,agent,manual,under_review,40,1823403,75726,27,385649,4,2966,25,7,0.83,0.41,17.9,1,0,13.3,759873,1.07,1,0.21,1,154304,2.5,171,2,1,1,0,0.4,0.62,0,45
219,02-02-2025 19:43,education,central,basic,branch,manual,under_review,41,1660530,50765,40,475675,2,61,,4,0.29,0.29,71.9,1,0,24.3,705666,0.6,2,0.42,0,214452,2.22,208,1,1,0,0,0.15,0.98,0,46
220,02-02-2025 19:51,education,south,premium,web,auto,approved,46,884107,72863,92,407276,0,1138,56,2,0.4,0.84,50.4,1,0,29.8,255446,0.68,3,0.57,0,242912,1.68,38,1,2,0,1,-0.45,0.16,0,9
221,02-02-2025 20:07,agriculture,west,standard,branch,manual,submitted,59,574338,20349,28,116020,1,223,18,6,0.51,0.78,17,1,0,19.6,394046,0.41,0,0.88,0,152142,0.76,93,2,1,0,0,-0.97,0.72,0,65
222,02-02-2025 20:17,health,north,premium,web,hybrid,approved,73,1263804,53183,105,485011,1,3223,36,9,0.29,0.71,,0,1,70.5,873364,0.7,2,0.86,0,86093,5.63,131,1,0,1,0,-0.4,0.3,1,87
223,02-02-2025 20:25,education,west,basic,web,auto,rejected,68,1840934,57179,13,95912,2,2256,41,4,0.99,0.28,86.7,0,1,93.8,837789,1.39,1,0.27,0,152894,0.63,237,0,0,0,0,-0.99,0.61,0,22
224,02-02-2025 20:41,vehicle,east,standard,branch,hybrid,investigating,38,454801,72818,88,442501,3,2644,3,9,0.11,0.46,46.2,1,0,85.4,500816,0.98,1,0.59,1,50357,8.79,46,0,1,0,0,0.73,0.45,1,64
225,02-02-2025 20:51,agriculture,west,standard,branch,manual,investigating,37,1984784,23820,66,471771,1,1729,42,9,0.66,0.3,51.6,0,0,86.1,633199,0.37,0,0.45,0,294227,1.6,243,1,1,0,0,0.77,0.95,1,93
226,02-02-2025 21:04,agriculture,east,standard,branch,manual,investigating,43,1198986,52359,112,347936,2,1810,44,8,0.4,0.14,93.1,0,0,70.4,142997,0.26,0,0.26,0,292546,1.19,297,0,0,1,0,-0.01,0.91,0,20
227,02-02-2025 21:20,business,south,premium,branch,auto,approved,48,1024034,37043,101,265578,2,254,53,0,0.8,0.39,28.5,0,0,24.1,499938,1.36,2,0.7,0,17731,14.98,237,0,1,0,0,0.62,0.68,1,73
228,02-02-2025 21:28,life,central,premium,web,auto,rejected,62,245404,79120,36,403925,1,1605,37,9,0.82,0.62,84.3,1,1,58,866033,1.32,3,0.62,0,122307,3.3,284,2,1,0,0,-0.94,0.39,1,82
229,02-02-2025 21:42,health,west,standard,web,auto,submitted,48,1537146,64257,89,420770,1,1150,30,7,0.85,0.86,83.3,2,0,24.9,242470,1.42,2,0.72,0,63622,6.61,299,0,0,1,0,0.63,0.49,1,81
